#Standard Solar Model (BP2004)
#
#astro-ph/0402114
#
#Columns in the Standard Model table (below) represent:
#
#1)  Mass fraction in units of the solar mass
#2)  Radius of the zone in units of one solar radius
#3)  Temperature in units of deg (K)
#4)  Density in units of g/cm^3
#5)  Pressure in units of dyn/cm^2
#6)  Luminosity fraction in units of the solar luminosity
#7)  X(^1H): the hydrogen mass fraction
#8)  X(^4He): the helium 4 mass fraction
#9)  X(^3He): the helium 3 mass fraction
#10) X(^12C): the carbon 12 mass fraction
#11) X(^14N): the nitrogen 14 mass fraction
#12) X(^16O): the oxygen 16 mass fraction
#
# Lsun 3.8418E+33
# Rsun 6.9598E+10
# The Table begins here.
#
#
#  M/Msun    R/Rsun      T         Rho        P        L/Lsun      X        Y        He3      C12       N14       O16
 0.9183165  0.54418  3.576e+06  8.634e-01  4.165e+14  1.00004  0.71637  0.26514  1.05e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9193092  0.54602  3.560e+06  8.479e-01  4.072e+14  1.00004  0.71641  0.26509  1.05e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9202949  0.54786  3.544e+06  8.327e-01  3.982e+14  1.00004  0.71646  0.26505  1.05e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9212736  0.54970  3.529e+06  8.177e-01  3.893e+14  1.00004  0.71650  0.26501  1.04e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9222370  0.55155  3.513e+06  8.031e-01  3.806e+14  1.00004  0.71654  0.26497  1.04e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9231934  0.55340  3.497e+06  7.886e-01  3.722e+14  1.00004  0.71659  0.26492  1.04e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9241427  0.55525  3.482e+06  7.745e-01  3.639e+14  1.00004  0.71663  0.26488  1.04e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9250766  0.55710  3.466e+06  7.606e-01  3.558e+14  1.00004  0.71668  0.26484  1.04e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9260033  0.55896  3.451e+06  7.470e-01  3.478e+14  1.00004  0.71672  0.26480  1.03e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9269230  0.56082  3.435e+06  7.336e-01  3.401e+14  1.00004  0.71676  0.26476  1.03e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9278353  0.56268  3.420e+06  7.204e-01  3.325e+14  1.00004  0.71680  0.26471  1.03e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9287322  0.56454  3.404e+06  7.075e-01  3.251e+14  1.00004  0.71685  0.26467  1.03e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9296300  0.56641  3.389e+06  6.948e-01  3.178e+14  1.00004  0.71689  0.26463  1.03e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9305123  0.56828  3.374e+06  6.824e-01  3.107e+14  1.00004  0.71693  0.26459  1.03e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9313872  0.57015  3.358e+06  6.701e-01  3.038e+14  1.00004  0.71697  0.26455  1.03e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9322466  0.57203  3.343e+06  6.581e-01  2.970e+14  1.00003  0.71701  0.26451  1.02e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9331068  0.57390  3.328e+06  6.464e-01  2.904e+14  1.00003  0.71705  0.26447  1.02e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9339514  0.57578  3.313e+06  6.348e-01  2.839e+14  1.00003  0.71709  0.26444  1.02e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9347885  0.57767  3.298e+06  6.234e-01  2.775e+14  1.00003  0.71713  0.26440  1.02e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9356182  0.57955  3.282e+06  6.123e-01  2.713e+14  1.00003  0.71716  0.26436  1.02e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9364403  0.58144  3.267e+06  6.014e-01  2.653e+14  1.00003  0.71720  0.26432  1.02e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9372551  0.58333  3.252e+06  5.906e-01  2.593e+14  1.00003  0.71724  0.26429  1.02e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9380621  0.58522  3.237e+06  5.801e-01  2.535e+14  1.00003  0.71727  0.26425  1.02e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9388618  0.58711  3.222e+06  5.697e-01  2.479e+14  1.00003  0.71730  0.26422  1.02e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9396455  0.58901  3.207e+06  5.596e-01  2.423e+14  1.00003  0.71734  0.26418  1.02e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9404299  0.59091  3.192e+06  5.496e-01  2.369e+14  1.00003  0.71737  0.26415  1.01e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9411985  0.59281  3.177e+06  5.398e-01  2.316e+14  1.00003  0.71740  0.26412  1.01e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9419676  0.59471  3.162e+06  5.302e-01  2.264e+14  1.00003  0.71743  0.26409  1.01e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9427208  0.59662  3.147e+06  5.208e-01  2.213e+14  1.00003  0.71746  0.26406  1.01e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9434664  0.59852  3.132e+06  5.115e-01  2.164e+14  1.00003  0.71749  0.26403  1.00e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9442125  0.60043  3.117e+06  5.025e-01  2.115e+14  1.00003  0.71752  0.26400  1.00e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9449427  0.60234  3.103e+06  4.935e-01  2.068e+14  1.00003  0.71754  0.26397  1.00e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9456650  0.60426  3.088e+06  4.848e-01  2.022e+14  1.00003  0.71757  0.26394  1.00e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9463880  0.60617  3.073e+06  4.762e-01  1.976e+14  1.00003  0.71760  0.26392  1.00e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9470948  0.60809  3.058e+06  4.678e-01  1.932e+14  1.00003  0.71762  0.26389  1.00e-04  3.13e-03  9.27e-04  8.59e-03  
 0.9478022  0.61001  3.043e+06  4.595e-01  1.889e+14  1.00003  0.71764  0.26386  1.00e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9484934  0.61193  3.028e+06  4.514e-01  1.846e+14  1.00003  0.71767  0.26384  1.00e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9491852  0.61385  3.014e+06  4.434e-01  1.805e+14  1.00003  0.71769  0.26381  1.00e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9498607  0.61577  2.999e+06  4.356e-01  1.764e+14  1.00003  0.71772  0.26378  1.00e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9505368  0.61770  2.984e+06  4.279e-01  1.725e+14  1.00003  0.71774  0.26375  1.00e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9512049  0.61962  2.969e+06  4.204e-01  1.686e+14  1.00002  0.71777  0.26372  1.00e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9518569  0.62155  2.954e+06  4.130e-01  1.648e+14  1.00002  0.71779  0.26369  1.00e-04  3.14e-03  9.29e-04  8.61e-03  
 0.9525092  0.62348  2.940e+06  4.058e-01  1.611e+14  1.00002  0.71782  0.26366  1.00e-04  3.14e-03  9.29e-04  8.61e-03  
 0.9531536  0.62541  2.925e+06  3.987e-01  1.575e+14  1.00002  0.71785  0.26362  1.00e-04  3.14e-03  9.29e-04  8.61e-03  
 0.9537985  0.62734  2.910e+06  3.917e-01  1.540e+14  1.00002  0.71789  0.26358  1.00e-04  3.14e-03  9.30e-04  8.61e-03  
 0.9544271  0.62927  2.895e+06  3.848e-01  1.505e+14  1.00002  0.71793  0.26354  1.00e-04  3.14e-03  9.30e-04  8.62e-03  
 0.9550477  0.63121  2.880e+06  3.781e-01  1.471e+14  1.00002  0.71797  0.26349  1.00e-04  3.14e-03  9.30e-04  8.62e-03  
 0.9556686  0.63314  2.865e+06  3.715e-01  1.438e+14  1.00002  0.71802  0.26343  1.00e-04  3.14e-03  9.31e-04  8.62e-03  
 0.9562816  0.63508  2.851e+06  3.650e-01  1.406e+14  1.00002  0.71807  0.26336  1.00e-04  3.14e-03  9.31e-04  8.63e-03  
 0.9568782  0.63701  2.836e+06  3.587e-01  1.374e+14  1.00002  0.71814  0.26329  1.00e-04  3.15e-03  9.32e-04  8.63e-03  
 0.9574751  0.63895  2.821e+06  3.525e-01  1.343e+14  1.00002  0.71821  0.26321  1.00e-04  3.15e-03  9.32e-04  8.64e-03  
 0.9580724  0.64089  2.806e+06  3.463e-01  1.313e+14  1.00002  0.71829  0.26311  1.00e-04  3.15e-03  9.33e-04  8.64e-03  
 0.9586533  0.64283  2.791e+06  3.404e-01  1.284e+14  1.00002  0.71839  0.26300  1.00e-04  3.15e-03  9.33e-04  8.65e-03  
 0.9592344  0.64477  2.776e+06  3.345e-01  1.255e+14  1.00002  0.71849  0.26288  1.00e-04  3.15e-03  9.34e-04  8.66e-03  
 0.9597992  0.64671  2.761e+06  3.287e-01  1.227e+14  1.00002  0.71861  0.26274  1.00e-04  3.16e-03  9.35e-04  8.67e-03  
 0.9603642  0.64865  2.746e+06  3.230e-01  1.199e+14  1.00002  0.71875  0.26259  1.00e-04  3.16e-03  9.36e-04  8.67e-03  
 0.9609295  0.65059  2.731e+06  3.175e-01  1.172e+14  1.00002  0.71891  0.26241  1.00e-04  3.16e-03  9.37e-04  8.68e-03  
 0.9614783  0.65253  2.716e+06  3.120e-01  1.146e+14  1.00002  0.71908  0.26222  1.00e-04  3.17e-03  9.38e-04  8.69e-03  
 0.9620274  0.65447  2.700e+06  3.067e-01  1.120e+14  1.00002  0.71928  0.26199  1.00e-04  3.17e-03  9.39e-04  8.70e-03  
 0.9625683  0.65641  2.685e+06  3.014e-01  1.095e+14  1.00002  0.71950  0.26175  1.00e-04  3.18e-03  9.41e-04  8.72e-03  
 0.9631011  0.65835  2.670e+06  2.963e-01  1.070e+14  1.00002  0.71975  0.26147  1.00e-04  3.18e-03  9.42e-04  8.73e-03  
 0.9636258  0.66029  2.654e+06  2.913e-01  1.046e+14  1.00002  0.72002  0.26116  1.00e-04  3.19e-03  9.44e-04  8.75e-03  
 0.9641507  0.66223  2.639e+06  2.863e-01  1.022e+14  1.00002  0.72032  0.26082  1.00e-04  3.19e-03  9.46e-04  8.77e-03  
 0.9646674  0.66417  2.623e+06  2.815e-01  9.994e+13  1.00002  0.72066  0.26044  1.00e-04  3.20e-03  9.48e-04  8.78e-03  
 0.9651759  0.66611  2.607e+06  2.767e-01  9.768e+13  1.00002  0.72103  0.26004  1.00e-04  3.21e-03  9.50e-04  8.80e-03  
 0.9656762  0.66805  2.592e+06  2.720e-01  9.548e+13  1.00002  0.72143  0.25962  1.00e-04  3.21e-03  9.50e-04  8.81e-03  
 0.9661768  0.66999  2.576e+06  2.675e-01  9.333e+13  1.00002  0.72187  0.25919  1.00e-04  3.21e-03  9.51e-04  8.81e-03  
 0.9666692  0.67192  2.560e+06  2.630e-01  9.123e+13  1.00002  0.72233  0.25875  1.00e-04  3.20e-03  9.49e-04  8.80e-03  
 0.9671533  0.67386  2.544e+06  2.586e-01  8.917e+13  1.00002  0.72283  0.25832  1.00e-04  3.19e-03  9.46e-04  8.77e-03  
 0.9676377  0.67580  2.527e+06  2.543e-01  8.716e+13  1.00002  0.72334  0.25788  1.00e-04  3.18e-03  9.42e-04  8.73e-03  
 0.9681137  0.67773  2.511e+06  2.501e-01  8.520e+13  1.00002  0.72389  0.25742  1.00e-04  3.17e-03  9.38e-04  8.69e-03  
 0.9685815  0.67966  2.495e+06  2.459e-01  8.328e+13  1.00002  0.72445  0.25693  1.00e-04  3.15e-03  9.34e-04  8.65e-03  
 0.9690496  0.68159  2.478e+06  2.419e-01  8.140e+13  1.00002  0.72504  0.25642  1.00e-04  3.14e-03  9.30e-04  8.62e-03  
 0.9695094  0.68352  2.462e+06  2.379e-01  7.956e+13  1.00002  0.72566  0.25588  1.00e-04  3.13e-03  9.26e-04  8.58e-03  
 0.9699607  0.68545  2.445e+06  2.340e-01  7.777e+13  1.00002  0.72630  0.25532  1.00e-04  3.11e-03  9.22e-04  8.54e-03  
 0.9704039  0.68737  2.429e+06  2.302e-01  7.602e+13  1.00002  0.72696  0.25473  1.00e-04  3.10e-03  9.18e-04  8.51e-03  
 0.9708472  0.68929  2.412e+06  2.264e-01  7.430e+13  1.00002  0.72765  0.25412  1.00e-04  3.09e-03  9.14e-04  8.47e-03  
 0.9712908  0.69122  2.395e+06  2.228e-01  7.262e+13  1.00001  0.72837  0.25348  1.00e-04  3.07e-03  9.10e-04  8.44e-03  
 0.9717174  0.69312  2.378e+06  2.192e-01  7.100e+13  1.00001  0.72911  0.25282  1.00e-04  3.06e-03  9.06e-04  8.40e-03  
 0.9721528  0.69505  2.361e+06  2.157e-01  6.938e+13  1.00001  0.72989  0.25212  1.00e-04  3.05e-03  9.02e-04  8.36e-03  
 0.9722638  0.69555  2.356e+06  2.148e-01  6.897e+13  1.00001  0.73009  0.25194  1.00e-04  3.04e-03  9.01e-04  8.35e-03  
 0.9723664  0.69603  2.352e+06  2.139e-01  6.858e+13  1.00001  0.73029  0.25176  1.00e-04  3.04e-03  9.00e-04  8.34e-03  
 0.9724689  0.69650  2.348e+06  2.131e-01  6.819e+13  1.00001  0.73049  0.25158  1.00e-04  3.04e-03  8.99e-04  8.33e-03  
 0.9725714  0.69697  2.344e+06  2.122e-01  6.781e+13  1.00001  0.73069  0.25140  1.00e-04  3.03e-03  8.98e-04  8.32e-03  
 0.9726738  0.69745  2.339e+06  2.114e-01  6.743e+13  1.00001  0.73089  0.25122  1.00e-04  3.03e-03  8.97e-04  8.31e-03  
 0.9727764  0.69792  2.335e+06  2.105e-01  6.704e+13  1.00001  0.73109  0.25104  1.00e-04  3.03e-03  8.96e-04  8.31e-03  
 0.9728875  0.69839  2.331e+06  2.097e-01  6.667e+13  1.00001  0.73129  0.25085  1.00e-04  3.02e-03  8.95e-04  8.30e-03  
 0.9729900  0.69887  2.326e+06  2.089e-01  6.629e+13  1.00001  0.73150  0.25067  1.00e-04  3.02e-03  8.94e-04  8.29e-03  
 0.9730926  0.69934  2.322e+06  2.081e-01  6.592e+13  1.00001  0.73171  0.25048  1.00e-04  3.02e-03  8.93e-04  8.28e-03  
 0.9731951  0.69981  2.318e+06  2.073e-01  6.554e+13  1.00001  0.73192  0.25029  1.00e-04  3.01e-03  8.92e-04  8.27e-03  
 0.9732978  0.70028  2.313e+06  2.064e-01  6.518e+13  1.00001  0.73213  0.25010  1.00e-04  3.01e-03  8.91e-04  8.26e-03  
 0.9733918  0.70075  2.309e+06  2.056e-01  6.481e+13  1.00001  0.73234  0.24991  1.00e-04  3.00e-03  8.90e-04  8.25e-03  
 0.9734944  0.70123  2.304e+06  2.048e-01  6.444e+13  1.00001  0.73256  0.24972  1.00e-04  3.00e-03  8.89e-04  8.24e-03  
 0.9735970  0.70170  2.300e+06  2.040e-01  6.408e+13  1.00001  0.73278  0.24952  1.00e-04  3.00e-03  8.88e-04  8.23e-03  
 0.9736996  0.70217  2.296e+06  2.033e-01  6.372e+13  1.00001  0.73299  0.24932  1.00e-04  2.99e-03  8.87e-04  8.22e-03  
 0.9738023  0.70264  2.291e+06  2.025e-01  6.336e+13  1.00001  0.73321  0.24913  1.00e-04  2.99e-03  8.86e-04  8.21e-03  
 0.9738964  0.70311  2.287e+06  2.017e-01  6.300e+13  1.00001  0.73344  0.24892  1.00e-04  2.99e-03  8.85e-04  8.20e-03  
 0.9739991  0.70358  2.282e+06  2.009e-01  6.264e+13  1.00001  0.73366  0.24872  1.00e-04  2.98e-03  8.83e-04  8.19e-03  
 0.9741017  0.70405  2.278e+06  2.001e-01  6.229e+13  1.00001  0.73389  0.24852  1.00e-04  2.98e-03  8.82e-04  8.18e-03  
 0.9741958  0.70452  2.273e+06  1.994e-01  6.194e+13  1.00001  0.73411  0.24831  1.00e-04  2.98e-03  8.81e-04  8.17e-03  
 0.9742985  0.70499  2.269e+06  1.986e-01  6.159e+13  1.00001  0.73434  0.24810  1.00e-04  2.97e-03  8.80e-04  8.16e-03  
 0.9743927  0.70546  2.264e+06  1.978e-01  6.124e+13  1.00001  0.73457  0.24790  1.00e-04  2.97e-03  8.79e-04  8.15e-03  
 0.9744954  0.70593  2.260e+06  1.971e-01  6.090e+13  1.00001  0.73481  0.24769  1.00e-04  2.96e-03  8.78e-04  8.13e-03  
 0.9745895  0.70640  2.255e+06  1.963e-01  6.055e+13  1.00001  0.73504  0.24748  1.00e-04  2.96e-03  8.77e-04  8.12e-03  
 0.9746837  0.70686  2.251e+06  1.956e-01  6.021e+13  1.00001  0.73528  0.24726  1.00e-04  2.96e-03  8.75e-04  8.11e-03  
 0.9747865  0.70733  2.246e+06  1.949e-01  5.987e+13  1.00001  0.73552  0.24705  1.00e-04  2.95e-03  8.74e-04  8.10e-03  
 0.9748806  0.70780  2.241e+06  1.941e-01  5.953e+13  1.00001  0.73576  0.24683  1.00e-04  2.95e-03  8.73e-04  8.09e-03  
 0.9749748  0.70827  2.237e+06  1.934e-01  5.920e+13  1.00001  0.73600  0.24661  1.00e-04  2.94e-03  8.72e-04  8.08e-03  
 0.9750776  0.70873  2.232e+06  1.927e-01  5.886e+13  1.00001  0.73625  0.24639  1.00e-04  2.94e-03  8.71e-04  8.07e-03  
 0.9751718  0.70920  2.228e+06  1.919e-01  5.853e+13  1.00001  0.73650  0.24616  1.00e-04  2.94e-03  8.69e-04  8.06e-03  
 0.9752660  0.70967  2.223e+06  1.912e-01  5.820e+13  1.00001  0.73674  0.24594  1.00e-04  2.93e-03  8.68e-04  8.05e-03  
 0.9753602  0.71013  2.218e+06  1.905e-01  5.787e+13  1.00001  0.73700  0.24571  1.00e-04  2.93e-03  8.67e-04  8.03e-03  
 0.9754545  0.71060  2.214e+06  1.898e-01  5.755e+13  1.00001  0.73725  0.24548  1.00e-04  2.92e-03  8.66e-04  8.02e-03  
 0.9755487  0.71106  2.209e+06  1.891e-01  5.722e+13  1.00001  0.73751  0.24525  1.00e-04  2.92e-03  8.64e-04  8.01e-03  
 0.9756516  0.71153  2.204e+06  1.884e-01  5.690e+13  1.00001  0.73776  0.24502  1.00e-04  2.91e-03  8.63e-04  8.00e-03  
 0.9757459  0.71200  2.199e+06  1.877e-01  5.658e+13  1.00001  0.73802  0.24479  1.00e-04  2.91e-03  8.62e-04  7.98e-03  
 0.9758316  0.71246  2.195e+06  1.870e-01  5.626e+13  1.00001  0.73829  0.24455  1.00e-04  2.91e-03  8.60e-04  7.97e-03  
 0.9759258  0.71292  2.190e+06  1.863e-01  5.594e+13  1.00001  0.73855  0.24432  1.00e-04  2.90e-03  8.59e-04  7.96e-03  
 0.9760202  0.71339  2.185e+06  1.857e-01  5.563e+13  1.00001  0.73882  0.24408  1.00e-04  2.90e-03  8.58e-04  7.95e-03  
 0.9761145  0.71385  2.180e+06  1.850e-01  5.531e+13  1.00001  0.73908  0.24383  1.00e-04  2.89e-03  8.57e-04  7.94e-03  
 0.9762088  0.71431  2.175e+06  1.843e-01  5.500e+13  1.00001  0.73936  0.24359  1.00e-04  2.89e-03  8.55e-04  7.92e-03  
 0.9763032  0.71478  2.170e+06  1.837e-01  5.469e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9763975  0.71525  2.166e+06  1.830e-01  5.437e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9764918  0.71572  2.161e+06  1.824e-01  5.406e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9765862  0.71619  2.156e+06  1.818e-01  5.375e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9766719  0.71665  2.151e+06  1.811e-01  5.345e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9767663  0.71712  2.146e+06  1.805e-01  5.314e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9768606  0.71758  2.141e+06  1.799e-01  5.284e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9769551  0.71805  2.136e+06  1.793e-01  5.253e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9770409  0.71852  2.131e+06  1.787e-01  5.223e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9771353  0.71898  2.127e+06  1.780e-01  5.193e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9772211  0.71944  2.122e+06  1.774e-01  5.164e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9773155  0.71991  2.117e+06  1.768e-01  5.134e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9774014  0.72037  2.112e+06  1.762e-01  5.105e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9774958  0.72083  2.107e+06  1.756e-01  5.076e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9775817  0.72129  2.103e+06  1.750e-01  5.047e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9776762  0.72176  2.098e+06  1.744e-01  5.018e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9777620  0.72222  2.093e+06  1.738e-01  4.989e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9778479  0.72268  2.088e+06  1.732e-01  4.961e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9779424  0.72314  2.084e+06  1.726e-01  4.932e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9780284  0.72360  2.079e+06  1.720e-01  4.904e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9781142  0.72406  2.074e+06  1.714e-01  4.876e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9782001  0.72451  2.069e+06  1.708e-01  4.848e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9782947  0.72497  2.065e+06  1.702e-01  4.820e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9783806  0.72543  2.060e+06  1.697e-01  4.793e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9784665  0.72589  2.055e+06  1.691e-01  4.765e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9785525  0.72634  2.051e+06  1.685e-01  4.738e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9786385  0.72680  2.046e+06  1.679e-01  4.711e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9787244  0.72725  2.041e+06  1.673e-01  4.684e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9788104  0.72771  2.037e+06  1.668e-01  4.657e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9788964  0.72816  2.032e+06  1.662e-01  4.631e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9789823  0.72862  2.028e+06  1.656e-01  4.604e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9790684  0.72907  2.023e+06  1.650e-01  4.578e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9791458  0.72952  2.018e+06  1.645e-01  4.552e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9792318  0.72997  2.014e+06  1.639e-01  4.526e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9793178  0.73043  2.009e+06  1.633e-01  4.500e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9794038  0.73088  2.005e+06  1.628e-01  4.474e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9794813  0.73131  2.000e+06  1.622e-01  4.449e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9795156  0.73151  1.998e+06  1.620e-01  4.438e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9796534  0.73223  1.991e+06  1.611e-01  4.397e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9799803  0.73402  1.973e+06  1.589e-01  4.298e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9802989  0.73579  1.955e+06  1.567e-01  4.201e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9806175  0.73756  1.938e+06  1.546e-01  4.106e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9809362  0.73932  1.920e+06  1.525e-01  4.014e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9812465  0.74107  1.903e+06  1.504e-01  3.923e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9815482  0.74282  1.886e+06  1.484e-01  3.834e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9818500  0.74455  1.869e+06  1.463e-01  3.748e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9821433  0.74628  1.852e+06  1.443e-01  3.663e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9824367  0.74800  1.835e+06  1.424e-01  3.581e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9827301  0.74971  1.819e+06  1.404e-01  3.500e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9830149  0.75141  1.802e+06  1.385e-01  3.421e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9832913  0.75311  1.786e+06  1.366e-01  3.343e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9835677  0.75479  1.770e+06  1.348e-01  3.268e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9838442  0.75647  1.754e+06  1.329e-01  3.194e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9841121  0.75814  1.738e+06  1.311e-01  3.122e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
 0.9843802  0.75980  1.723e+06  1.293e-01  3.051e+13  1.00001  0.73963  0.24335  1.00e-04  2.88e-03  8.54e-04  7.91e-03  
